en
S,en,Ukraine,ru,РЈРєСЂР°РёРЅР°,ru,РЈРєСЂР°С—РЅР°
T,en,Zakrinichchja,ru,Р—Р°РєСЂРёРЅРёС‡С‡СЏ,ua,Р—Р°РєСЂРёРЅРёС‡С‡СЏ
T,en,Zeremlja,ru,Р—РµСЂРµРјР»СЏ,ua,Р—РµСЂРµРјР»СЏ
T,en,Josipivka,ru,Р™РѕСЃРёРїiРІРєР°,ua,Р™РѕСЃРёРїiРІРєР°
T,en,Kam'janij brid,ru,РљР°Рј'СЏРЅРёР№ Р‘СЂiРґ,ua,РљР°Рј'СЏРЅРёР№ Р‘СЂiРґ
T,en,Kashperivka,ru,РљР°С€РїРµСЂiРІРєР°,ua,РљР°С€РїРµСЂiРІРєР°
T,en,Klimentiyivka,ru,РљР»РёРјРµРЅС‚iС—РІРєР°,ua,РљР»РёРјРµРЅС‚iС—РІРєР°
T,en,Lisove,ru,Р›iСЃРѕРІРµ,ua,Р›iСЃРѕРІРµ
T,en,Markivka,ru,РњР°СЂРєiРІРєР°,ua,РњР°СЂРєiРІРєР°
T,en,Mar'janivka,ru,РњР°СЂ'СЏРЅiРІРєР°,ua,РњР°СЂ'СЏРЅiРІРєР°
T,en,Miroslavl',ru,РњРёСЂРѕСЃР»Р°РІР»СЊ,ua,РњРёСЂРѕСЃР»Р°РІР»СЊ
T,en,Mokre,ru,РњРѕРєСЂРµ,ua,РњРѕРєСЂРµ
T,en,Ostrozhok,ru,РћСЃС‚СЂРѕР¶РѕРє,ua,РћСЃС‚СЂРѕР¶РѕРє
T,en,Pershotravens'k,ru,РџРµСЂС€РѕС‚СЂР°РІРµРЅСЃСЊРє,ua,РџРµСЂС€РѕС‚СЂР°РІРµРЅСЃСЊРє
T,en,Poljanka,ru,РџРѕР»СЏРЅРєР°,ua,РџРѕР»СЏРЅРєР°
T,en,Radulin,ru,Р Р°РґСѓР»РёРЅ,ua,Р Р°РґСѓР»РёРЅ
T,en,Rogachiv,ru,Р РѕРіР°С‡iРІ,ua,Р РѕРіР°С‡iРІ
T,en,Serednja,ru,РЎРµСЂРµРґРЅСЏ,ua,РЎРµСЂРµРґРЅСЏ
T,en,Smoldiriv,ru,РЎРјРѕР»РґРёСЂiРІ,ua,РЎРјРѕР»РґРёСЂiРІ
T,en,Stara guta,ru,РЎС‚Р°СЂР° Р“СѓС‚Р°,ua,РЎС‚Р°СЂР° Р“СѓС‚Р°
T,en,Stovpi,ru,РЎС‚РѕРІРїРё,ua,РЎС‚РѕРІРїРё
T,en,Suemtsi,ru,РЎСѓС”РјС†i,ua,РЎСѓС”РјС†i
T,en,Hizhivka,ru,РҐРёР¶iРІРєР°,ua,РҐРёР¶iРІРєР°
T,en,CHervonopraporne,ru,Р§РµСЂРІРѕРЅРѕРїСЂР°РїРѕСЂРЅРµ,ua,Р§РµСЂРІРѕРЅРѕРїСЂР°РїРѕСЂРЅРµ
T,en,JAlishiv,ru,РЇР»РёС€iРІ,ua,РЇР»РёС€iРІ
T,en,Agativka,ru,РђРіР°С‚iРІРєР°,ua,РђРіР°С‚iРІРєР°
T,en,Andrijashivka,ru,РђРЅРґСЂiСЏС€iРІРєР°,ua,РђРЅРґСЂiСЏС€iРІРєР°
T,en,Berdichiv,ru,Р‘РµСЂРґРёС‡iРІ,ua,Р‘РµСЂРґРёС‡iРІ
T,en,Bistrik,ru,Р‘РёСЃС‚СЂРёРє,ua,Р‘РёСЃС‚СЂРёРє
T,en,Burjaki,ru,Р‘СѓСЂСЏРєРё,ua,Р‘СѓСЂСЏРєРё
T,en,Veliki nizgirtsi,ru,Р’РµР»РёРєi РќРёР·РіiСЂС†i,ua,Р’РµР»РёРєi РќРёР·РіiСЂС†i
T,en,Velika p'jatigirka,ru,Р’РµР»РёРєР° Рџ'СЏС‚РёРіiСЂРєР°,ua,Р’РµР»РёРєР° Рџ'СЏС‚РёРіiСЂРєР°
T,en,Gardishivka,ru,Р“Р°СЂРґРёС€iРІРєР°,ua,Р“Р°СЂРґРёС€iРІРєР°
T,en,Grishkivtsi,ru,Р“СЂРёС€РєiРІС†i,ua,Р“СЂРёС€РєiРІС†i
T,en,Demchin,ru,Р”РµРјС‡РёРЅ,ua,Р”РµРјС‡РёРЅ
T,en,Dubivka,ru,Р”СѓР±iРІРєР°,ua,Р”СѓР±iРІРєР°
T,en,Zakutintsi,ru,Р—Р°РєСѓС‚РёРЅС†i,ua,Р—Р°РєСѓС‚РёРЅС†i
T,en,Ivankivtsi,ru,IРІР°РЅРєiРІС†i,ua,IРІР°РЅРєiРІС†i
T,en,Katerinivka,ru,РљР°С‚РµСЂРёРЅiРІРєР°,ua,РљР°С‚РµСЂРёРЅiРІРєР°
T,en,Kikishivka,ru,РљРёРєРёС€iРІРєР°,ua,РљРёРєРёС€iРІРєР°
T,en,Krasivka,ru,РљСЂР°СЃiРІРєР°,ua,РљСЂР°СЃiРІРєР°
T,en,Kukil'nja,ru,РљСѓРєiР»СЊРЅСЏ,ua,РљСѓРєiР»СЊРЅСЏ
T,en,Lemeshi,ru,Р›РµРјРµС€i,ua,Р›РµРјРµС€i
T,en,Malosilka,ru,РњР°Р»РѕСЃiР»РєР°,ua,РњР°Р»РѕСЃiР»РєР°
T,en,Markushi,ru,РњР°СЂРєСѓС€i,ua,РњР°СЂРєСѓС€i
T,en,Miroslavka,ru,РњРёСЂРѕСЃР»Р°РІРєР°,ua,РњРёСЂРѕСЃР»Р°РІРєР°
T,en,Nikonivka,ru,РќРёРєРѕРЅiРІРєР°,ua,РќРёРєРѕРЅiРІРєР°
T,en,Ozadivka,ru,РћР·Р°РґiРІРєР°,ua,РћР·Р°РґiРІРєР°
T,en,Osikove,ru,РћСЃРёРєРѕРІРµ,ua,РћСЃРёРєРѕРІРµ
T,en,Pidgorodne,ru,РџiРґРіРѕСЂРѕРґРЅРµ,ua,РџiРґРіРѕСЂРѕРґРЅРµ
T,en,Polovets'ke,ru,РџРѕР»РѕРІРµС†СЊРєРµ,ua,РџРѕР»РѕРІРµС†СЊРєРµ
T,en,Radjans'ke,ru,Р Р°РґСЏРЅСЃСЊРєРµ,ua,Р Р°РґСЏРЅСЃСЊРєРµ
T,en,Rajgorodok,ru,Р Р°Р№РіРѕСЂРѕРґРѕРє,ua,Р Р°Р№РіРѕСЂРѕРґРѕРє
T,en,Rajki,ru,Р Р°Р№РєРё,ua,Р Р°Р№РєРё
T,en,Reja,ru,Р РµСЏ,ua,Р РµСЏ
T,en,Sadki,ru,РЎР°РґРєРё,ua,РЎР°РґРєРё
T,en,Semenivka,ru,РЎРµРјРµРЅiРІРєР°,ua,РЎРµРјРµРЅiРІРєР°
T,en,Skakivka,ru,РЎРєР°РєiРІРєР°,ua,РЎРєР°РєiРІРєР°
T,en,Skraglivka,ru,РЎРєСЂР°РіР»iРІРєР°,ua,РЎРєСЂР°РіР»iРІРєР°
T,en,Slobodische,ru,РЎР»РѕР±РѕРґРёС‰Рµ,ua,РЎР»РѕР±РѕРґРёС‰Рµ
T,en,Starij solotvin,ru,РЎС‚Р°СЂРёР№ РЎРѕР»РѕС‚РІРёРЅ,ua,РЎС‚Р°СЂРёР№ РЎРѕР»РѕС‚РІРёРЅ
T,en,S'omaki,ru,РЎСЊРѕРјР°РєРё,ua,РЎСЊРѕРјР°РєРё
T,en,Terehove,ru,РўРµСЂРµС…РѕРІРµ,ua,РўРµСЂРµС…РѕРІРµ
T,en,Hazhin,ru,РҐР°Р¶РёРЅ,ua,РҐР°Р¶РёРЅ
T,en,Hmelische,ru,РҐРјРµР»РёС‰Рµ,ua,РҐРјРµР»РёС‰Рµ
T,en,Shvajkivka,ru,РЁРІР°Р№РєiРІРєР°,ua,РЁРІР°Р№РєiРІРєР°
T,en,Brusiliv,ru,Р‘СЂСѓСЃРёР»iРІ,ua,Р‘СЂСѓСЃРёР»iРІ
T,en,Vil'shanka,ru,Р’iР»СЊС€Р°РЅРєР°,ua,Р’iР»СЊС€Р°РЅРєР°
T,en,Visoke,ru,Р’РёСЃРѕРєРµ,ua,Р’РёСЃРѕРєРµ
T,en,Vodotiyi,ru,Р’РѕРґРѕС‚РёС—,ua,Р’РѕРґРѕС‚РёС—
T,en,Divin,ru,Р”РёРІРёРЅ,ua,Р”РёРІРёРЅ
T,en,Karabachin,ru,РљР°СЂР°Р±Р°С‡РёРЅ,ua,РљР°СЂР°Р±Р°С‡РёРЅ
T,en,Lazarivka,ru,Р›Р°Р·Р°СЂiРІРєР°,ua,Р›Р°Р·Р°СЂiРІРєР°
T,en,Mistechko,ru,РњiСЃС‚РµС‡РєРѕ,ua,РњiСЃС‚РµС‡РєРѕ
T,en,Morozivka,ru,РњРѕСЂРѕР·iРІРєР°,ua,РњРѕСЂРѕР·iРІРєР°
T,en,Novi ozerjani,ru,РќРѕРІi РћР·РµСЂСЏРЅРё,ua,РќРѕРІi РћР·РµСЂСЏРЅРё
T,en,Ozera,ru,РћР·РµСЂР°,ua,РћР·РµСЂР°
T,en,Osivtsi,ru,РћСЃiРІС†i,ua,РћСЃiРІС†i
T,en,Pokrishiv,ru,РџРѕРєСЂРёС€iРІ,ua,РџРѕРєСЂРёС€iРІ
T,en,Privorittja,ru,РџСЂРёРІРѕСЂiС‚С‚СЏ,ua,РџСЂРёРІРѕСЂiС‚С‚СЏ
T,en,Romanivka,ru,Р РѕРјР°РЅiРІРєР°,ua,Р РѕРјР°РЅiРІРєР°
T,en,Skochische,ru,РЎРєРѕС‡РёС‰Рµ,ua,РЎРєРѕС‡РёС‰Рµ
T,en,Skochische stantsija,ru,РЎРєРѕС‡РёС‰Рµ РЎС‚Р°РЅС†iСЏ,ua,РЎРєРѕС‡РёС‰Рµ РЎС‚Р°РЅС†iСЏ
T,en,Sobolivka,ru,РЎРѕР±РѕР»iРІРєР°,ua,РЎРѕР±РѕР»iРІРєР°
T,en,Soloviyivka,ru,РЎРѕР»РѕРІiС—РІРєР°,ua,РЎРѕР»РѕРІiС—РІРєР°
T,en,Stavische,ru,РЎС‚Р°РІРёС‰Рµ,ua,РЎС‚Р°РІРёС‰Рµ
T,en,Homutets',ru,РҐРѕРјСѓС‚РµС†СЊ,ua,РҐРѕРјСѓС‚РµС†СЊ
T,en,JAstruben'ka,ru,РЇСЃС‚СЂСѓР±РµРЅСЊРєР°,ua,РЇСЃС‚СЂСѓР±РµРЅСЊРєР°
T,en,Volodars'k-volins'kij,ru,Р’РѕР»РѕРґР°СЂСЃСЊРє-Р’РѕР»РёРЅСЃСЊРєРёР№,ua,Р’РѕР»РѕРґР°СЂСЃСЊРє-Р’РѕР»РёРЅСЃСЊРєРёР№
T,en,Grushki,ru,Р“СЂСѓС€РєРё,ua,Р“СЂСѓС€РєРё
T,en,Davidivka,ru,Р”Р°РІРёРґiРІРєР°,ua,Р”Р°РІРёРґiРІРєР°
T,en,Dashinka,ru,Р”Р°С€РёРЅРєР°,ua,Р”Р°С€РёРЅРєР°
T,en,Dvorische,ru,Р”РІРѕСЂРёС‰Рµ,ua,Р”РІРѕСЂРёС‰Рµ
T,en,Dobrin',ru,Р”РѕР±СЂРёРЅСЊ,ua,Р”РѕР±СЂРёРЅСЊ
T,en,Zhovtnivka,ru,Р–РѕРІС‚РЅiРІРєР°,ua,Р–РѕРІС‚РЅiРІРєР°
T,en,Zubrinka,ru,Р—СѓР±СЂРёРЅРєР°,ua,Р—СѓР±СЂРёРЅРєР°
T,en,Irshans'k,ru,IСЂС€Р°РЅСЃСЊРє,ua,IСЂС€Р°РЅСЃСЊРє
T,en,Kalinivka,ru,РљР°Р»РёРЅiРІРєР°,ua,РљР°Р»РёРЅiРІРєР°
T,en,Krayivschina,ru,РљСЂР°С—РІС‰РёРЅР°,ua,РљСЂР°С—РІС‰РёРЅР°
T,en,Kropivnja,ru,РљСЂРѕРїРёРІРЅСЏ,ua,РљСЂРѕРїРёРІРЅСЏ
T,en,Nebizh,ru,РќРµР±iР¶,ua,РќРµР±iР¶
T,en,Nova borova,ru,РќРѕРІР° Р‘РѕСЂРѕРІР°,ua,РќРѕРІР° Р‘РѕСЂРѕРІР°
T,en,Poromivka,ru,РџРѕСЂРѕРјiРІРєР°,ua,РџРѕСЂРѕРјiРІРєР°
T,en,Radichi,ru,Р Р°РґРёС‡i,ua,Р Р°РґРёС‡i
T,en,Rizhani,ru,Р РёР¶Р°РЅРё,ua,Р РёР¶Р°РЅРё
T,en,Skolobiv,ru,РЎРєРѕР»РѕР±iРІ,ua,РЎРєРѕР»РѕР±iРІ
T,en,Solodiri,ru,РЎРѕР»РѕРґРёСЂi,ua,РЎРѕР»РѕРґРёСЂi
T,en,Stavki,ru,РЎС‚Р°РІРєРё,ua,РЎС‚Р°РІРєРё
T,en,Suhovolja,ru,РЎСѓС…РѕРІРѕР»СЏ,ua,РЎСѓС…РѕРІРѕР»СЏ
T,en,Toporische,ru,РўРѕРїРѕСЂРёС‰Рµ,ua,РўРѕРїРѕСЂРёС‰Рµ
T,en,Fasova,ru,Р¤Р°СЃРѕРІР°,ua,Р¤Р°СЃРѕРІР°
T,en,CHervonogranitne,ru,Р§РµСЂРІРѕРЅРѕРіСЂР°РЅiС‚РЅРµ,ua,Р§РµСЂРІРѕРЅРѕРіСЂР°РЅiС‚РЅРµ
T,en,JAgodinka,ru,РЇРіРѕРґРёРЅРєР°,ua,РЇРіРѕРґРёРЅРєР°
T,en,Bikivka,ru,Р‘РёРєiРІРєР°,ua,Р‘РёРєiРІРєР°
T,en,Buldichiv,ru,Р‘СѓР»РґРёС‡iРІ,ua,Р‘СѓР»РґРёС‡iРІ
T,en,Velika kozara,ru,Р’РµР»РёРєР° РљРѕР·Р°СЂР°,ua,Р’РµР»РёРєР° РљРѕР·Р°СЂР°
T,en,Vil'ha,ru,Р’iР»СЊС…Р°,ua,Р’iР»СЊС…Р°
T,en,Vrublivka,ru,Р’СЂСѓР±Р»iРІРєР°,ua,Р’СЂСѓР±Р»iРІРєР°
T,en,Godiha,ru,Р“РѕРґРёС…Р°,ua,Р“РѕРґРёС…Р°
T,en,Gordiyivka,ru,Р“РѕСЂРґiС—РІРєР°,ua,Р“РѕСЂРґiС—РІРєР°
T,en,Dertka,ru,Р”РµСЂС‚РєР°,ua,Р”РµСЂС‚РєР°
T,en,Dzerzhins'k,ru,Р”Р·РµСЂР¶РёРЅСЃСЊРє,ua,Р”Р·РµСЂР¶РёРЅСЃСЊРє
T,en,Kamin',ru,РљР°РјiРЅСЊ,ua,РљР°РјiРЅСЊ
T,en,Karvinivka,ru,РљР°СЂРІРёРЅiРІРєР°,ua,РљР°СЂРІРёРЅiРІРєР°
T,en,Kolodjazhne,ru,РљРѕР»РѕРґСЏР¶РЅРµ,ua,РљРѕР»РѕРґСЏР¶РЅРµ
T,en,Lisna rudnja,ru,Р›iСЃРЅР° Р СѓРґРЅСЏ,ua,Р›iСЃРЅР° Р СѓРґРЅСЏ
T,en,Mala kozara,ru,РњР°Р»Р° РљРѕР·Р°СЂР°,ua,РњР°Р»Р° РљРѕР·Р°СЂР°
T,en,Miropil',ru,РњРёСЂРѕРїiР»СЊ,ua,РњРёСЂРѕРїiР»СЊ
T,en,Nivna,ru,РќРёРІРЅР°,ua,РќРёРІРЅР°
T,en,Novoprutivka,ru,РќРѕРІРѕРїСЂСѓС‚iРІРєР°,ua,РќРѕРІРѕРїСЂСѓС‚iРІРєР°
T,en,Pavolochka,ru,РџР°РІРѕР»РѕС‡РєР°,ua,РџР°РІРѕР»РѕС‡РєР°
T,en,Pechanivka,ru,РџРµС‡Р°РЅiРІРєР°,ua,РџРµС‡Р°РЅiРІРєР°
T,en,Prutivka,ru,РџСЂСѓС‚iРІРєР°,ua,РџСЂСѓС‚iРІРєР°
T,en,Razine,ru,Р Р°Р·iРЅРµ,ua,Р Р°Р·iРЅРµ
T,en,Stanislavivka,ru,РЎС‚Р°РЅiСЃР»Р°РІiРІРєР°,ua,РЎС‚Р°РЅiСЃР»Р°РІiРІРєР°
T,en,Starochudnivs'ka guta,ru,РЎС‚Р°СЂРѕС‡СѓРґРЅiРІСЃСЊРєР° Р“СѓС‚Р°,ua,РЎС‚Р°СЂРѕС‡СѓРґРЅiРІСЃСЊРєР° Р“СѓС‚Р°
T,en,CHervoni hatki,ru,Р§РµСЂРІРѕРЅi РҐР°С‚РєРё,ua,Р§РµСЂРІРѕРЅi РҐР°С‚РєРё
T,en,JAsnogorod,ru,РЇСЃРЅРѕРіРѕСЂРѕРґ,ua,РЇСЃРЅРѕРіРѕСЂРѕРґ
T,en,Andrievichi,ru,РђРЅРґСЂiС”РІРёС‡i,ua,РђРЅРґСЂiС”РІРёС‡i
T,en,Barashi,ru,Р‘Р°СЂР°С€i,ua,Р‘Р°СЂР°С€i
T,en,Berezivka,ru,Р‘РµСЂРµР·iРІРєР°,ua,Р‘РµСЂРµР·iРІРєР°
T,en,Berezniki,ru,Р‘РµСЂРµР·РЅРёРєРё,ua,Р‘РµСЂРµР·РЅРёРєРё
T,en,Bobritsja,ru,Р‘РѕР±СЂРёС†СЏ,ua,Р‘РѕР±СЂРёС†СЏ
T,en,Boljarka,ru,Р‘РѕР»СЏСЂРєР°,ua,Р‘РѕР»СЏСЂРєР°
T,en,Budo-bobritsja,ru,Р‘СѓРґРѕ-Р‘РѕР±СЂРёС†СЏ,ua,Р‘СѓРґРѕ-Р‘РѕР±СЂРёС†СЏ
T,en,Varvarivka,ru,Р’Р°СЂРІР°СЂiРІРєР°,ua,Р’Р°СЂРІР°СЂiРІРєР°
T,en,Velika glumcha,ru,Р’РµР»РёРєР° Р“Р»СѓРјС‡Р°,ua,Р’РµР»РёРєР° Р“Р»СѓРјС‡Р°
T,en,Velika tsvilja,ru,Р’РµР»РёРєР° Р¦РІiР»СЏ,ua,Р’РµР»РёРєР° Р¦РІiР»СЏ
T,en,Velikij JAblunets',ru,Р’РµР»РёРєРёР№ РЇР±Р»СѓРЅРµС†СЊ,ua,Р’РµР»РёРєРёР№ РЇР±Р»СѓРЅРµС†СЊ
T,en,Virivka,ru,Р’iСЂiРІРєР°,ua,Р’iСЂiРІРєР°
T,en,Gannopil',ru,Р“Р°РЅРЅРѕРїiР»СЊ,ua,Р“Р°РЅРЅРѕРїiР»СЊ
T,en,Emil'chine,ru,Р„РјiР»СЊС‡РёРЅРµ,ua,Р„РјiР»СЊС‡РёРЅРµ
T,en,Zelenitsja,ru,Р—РµР»РµРЅРёС†СЏ,ua,Р—РµР»РµРЅРёС†СЏ
T,en,Kijanka,ru,РљРёСЏРЅРєР°,ua,РљРёСЏРЅРєР°
T,en,Kochichine,ru,РљРѕС‡РёС‡РёРЅРµ,ua,РљРѕС‡РёС‡РёРЅРµ
T,en,Krivotin,ru,РљСЂРёРІРѕС‚РёРЅ,ua,РљСЂРёРІРѕС‚РёРЅ
T,en,Kulishi,ru,РљСѓР»iС€i,ua,РљСѓР»iС€i
T,en,Mala glumcha,ru,РњР°Р»Р° Р“Р»СѓРјС‡Р°,ua,РњР°Р»Р° Р“Р»СѓРјС‡Р°
T,en,Medvedeve,ru,РњРµРґРІРµРґРµРІРµ,ua,РњРµРґРІРµРґРµРІРµ
T,en,Mikolayivka,ru,РњРёРєРѕР»Р°С—РІРєР°,ua,РњРёРєРѕР»Р°С—РІРєР°
T,en,Mokljaki,ru,РњРѕРєР»СЏРєРё,ua,РњРѕРєР»СЏРєРё
T,en,Nedilische,ru,РќРµРґiР»РёС‰Рµ,ua,РќРµРґiР»РёС‰Рµ
T,en,Osivka,ru,РћСЃiРІРєР°,ua,РћСЃiРІРєР°
T,en,Paranine,ru,РџР°СЂР°РЅРёРЅРµ,ua,РџР°СЂР°РЅРёРЅРµ
T,en,Pidlubi,ru,РџiРґР»СѓР±Рё,ua,РџiРґР»СѓР±Рё
T,en,Rihal's'ke,ru,Р РёС…Р°Р»СЊСЃСЊРєРµ,ua,Р РёС…Р°Р»СЊСЃСЊРєРµ
T,en,Rudnja-ivanivs'ka,ru,Р СѓРґРЅСЏ-IРІР°РЅiРІСЃСЊРєР°,ua,Р СѓРґРЅСЏ-IРІР°РЅiРІСЃСЊРєР°
T,en,Rjasne,ru,Р СЏСЃРЅРµ,ua,Р СЏСЃРЅРµ
T,en,Serbi,ru,РЎРµСЂР±Рё,ua,РЎРµСЂР±Рё
T,en,Serbo-slobidka,ru,РЎРµСЂР±Рѕ-РЎР»РѕР±iРґРєР°,ua,РЎРµСЂР±Рѕ-РЎР»РѕР±iРґРєР°
T,en,Sergiyivka,ru,РЎРµСЂРіiС—РІРєР°,ua,РЎРµСЂРіiС—РІРєР°
T,en,Seredi,ru,РЎРµСЂРµРґРё,ua,РЎРµСЂРµРґРё
T,en,Simoni,ru,РЎРёРјРѕРЅРё,ua,РЎРёРјРѕРЅРё
T,en,Simakivka,ru,РЎiРјР°РєiРІРєР°,ua,РЎiРјР°РєiРІРєР°
T,en,Sorochen',ru,РЎРѕСЂРѕС‡РµРЅСЊ,ua,РЎРѕСЂРѕС‡РµРЅСЊ
T,en,Stepanivka,ru,РЎС‚РµРїР°РЅiРІРєР°,ua,РЎС‚РµРїР°РЅiРІРєР°
T,en,Tajki,ru,РўР°Р№РєРё,ua,РўР°Р№РєРё
T,en,Usolusi,ru,РЈСЃРѕР»СѓСЃРё,ua,РЈСЃРѕР»СѓСЃРё
T,en,CHmil',ru,Р§РјiР»СЊ,ua,Р§РјiР»СЊ
T,en,JAblunets',ru,РЇР±Р»СѓРЅРµС†СЊ,ua,РЇР±Р»СѓРЅРµС†СЊ
T,en,Zhitomir,ru,Р–РёС‚РѕРјРёСЂ,ua,Р–РёС‚РѕРјРёСЂ
T,en,Barashivka,ru,Р‘Р°СЂР°С€iРІРєР°,ua,Р‘Р°СЂР°С€iРІРєР°
T,en,Buki,ru,Р‘СѓРєРё,ua,Р‘СѓРєРё
T,en,Vasilivka,ru,Р’Р°СЃРёР»iРІРєР°,ua,Р’Р°СЃРёР»iРІРєР°
T,en,Veresi,ru,Р’РµСЂРµСЃРё,ua,Р’РµСЂРµСЃРё
T,en,Vertokiyivka,ru,Р’РµСЂС‚РѕРєРёС—РІРєР°,ua,Р’РµСЂС‚РѕРєРёС—РІРєР°
T,en,Visoka pich,ru,Р’РёСЃРѕРєР° РџiС‡,ua,Р’РёСЃРѕРєР° РџiС‡
T,en,Gadzinka,ru,Р“Р°РґР·РёРЅРєР°,ua,Р“Р°РґР·РёРЅРєР°
T,en,Glibochitsja,ru,Р“Р»РёР±РѕС‡РёС†СЏ,ua,Р“Р»РёР±РѕС‡РёС†СЏ
T,en,Golovenka,ru,Р“РѕР»РѕРІРµРЅРєР°,ua,Р“РѕР»РѕРІРµРЅРєР°
T,en,Gujva,ru,Р“СѓР№РІР°,ua,Р“СѓР№РІР°
T,en,Dvirets',ru,Р”РІiСЂРµС†СЊ,ua,Р”РІiСЂРµС†СЊ
T,en,Denishi,ru,Р”РµРЅРёС€i,ua,Р”РµРЅРёС€i
T,en,Zarichani,ru,Р—Р°СЂiС‡Р°РЅРё,ua,Р—Р°СЂiС‡Р°РЅРё
T,en,Ivanivka,ru,IРІР°РЅiРІРєР°,ua,IРІР°РЅiРІРєР°
T,en,Ivanivtsi,ru,IРІР°РЅiРІС†i,ua,IРІР°РЅiРІС†i
T,en,Kam'JAnka,ru,РљР°Рј'РЇРЅРєР°,ua,РљР°Рј'РЇРЅРєР°
T,en,Kodnja,ru,РљРѕРґРЅСЏ,ua,РљРѕРґРЅСЏ
T,en,Korchak,ru,РљРѕСЂС‡Р°Рє,ua,РљРѕСЂС‡Р°Рє
T,en,Levkiv,ru,Р›РµРІРєiРІ,ua,Р›РµРІРєiРІ
T,en,Lischin,ru,Р›iС‰РёРЅ,ua,Р›iС‰РёРЅ
T,en,Luka,ru,Р›СѓРєР°,ua,Р›СѓРєР°
T,en,Miroljubivka,ru,РњРёСЂРѕР»СЋР±iРІРєР°,ua,РњРёСЂРѕР»СЋР±iРІРєР°
T,en,Mlinische,ru,РњР»РёРЅРёС‰Рµ,ua,РњР»РёРЅРёС‰Рµ
T,en,Novogujvins'ke,ru,РќРѕРІРѕРіСѓР№РІРёРЅСЃСЊРєРµ,ua,РќРѕРІРѕРіСѓР№РІРёРЅСЃСЊРєРµ
T,en,Ozerne,ru,РћР·РµСЂРЅРµ,ua,РћР·РµСЂРЅРµ
T,en,Ozerjanka,ru,РћР·РµСЂСЏРЅРєР°,ua,РћР·РµСЂСЏРЅРєР°
T,en,Oliyivka,ru,РћР»iС—РІРєР°,ua,РћР»iС—РІРєР°
T,en,Piski,ru,РџiСЃРєРё,ua,РџiСЃРєРё
T,en,Pokostivka,ru,РџРѕРєРѕСЃС‚iРІРєР°,ua,РџРѕРєРѕСЃС‚iРІРєР°
T,en,Prjazhiv,ru,РџСЂСЏР¶iРІ,ua,РџСЂСЏР¶iРІ
T,en,Rudnja-gorodische,ru,Р СѓРґРЅСЏ-Р“РѕСЂРѕРґРёС‰Рµ,ua,Р СѓРґРЅСЏ-Р“РѕСЂРѕРґРёС‰Рµ
T,en,Singuri,ru,РЎiРЅРіСѓСЂРё,ua,РЎiРЅРіСѓСЂРё
T,en,Skomorohi,ru,РЎРєРѕРјРѕСЂРѕС…Рё,ua,РЎРєРѕРјРѕСЂРѕС…Рё
T,en,Stanishivka,ru,РЎС‚Р°РЅРёС€iРІРєР°,ua,РЎС‚Р°РЅРёС€iРІРєР°
T,en,Teterivka,ru,РўРµС‚РµСЂiРІРєР°,ua,РўРµС‚РµСЂiРІРєР°
T,en,Trojaniv,ru,РўСЂРѕСЏРЅiРІ,ua,РўСЂРѕСЏРЅiРІ
T,en,Turovets',ru,РўСѓСЂРѕРІРµС†СЊ,ua,РўСѓСЂРѕРІРµС†СЊ
T,en,Berestovets',ru,Р‘РµСЂРµСЃС‚РѕРІРµС†СЊ,ua,Р‘РµСЂРµСЃС‚РѕРІРµС†СЊ
T,en,Behi,ru,Р‘РµС…Рё,ua,Р‘РµС…Рё
T,en,Bilka,ru,Р‘iР»РєР°,ua,Р‘iР»РєР°
T,en,Bondarivka,ru,Р‘РѕРЅРґР°СЂiРІРєР°,ua,Р‘РѕРЅРґР°СЂiРІРєР°
T,en,Vas'kovichi,ru,Р’Р°СЃСЊРєРѕРІРёС‡i,ua,Р’Р°СЃСЊРєРѕРІРёС‡i
T,en,Veselivka,ru,Р’РµСЃРµР»iРІРєР°,ua,Р’РµСЃРµР»iРІРєР°
T,en,Vigiv,ru,Р’РёРіiРІ,ua,Р’РёРіiРІ
T,en,Gorschik,ru,Р“РѕСЂС‰РёРє,ua,Р“РѕСЂС‰РёРє
T,en,Grozine,ru,Р“СЂРѕР·РёРЅРµ,ua,Р“СЂРѕР·РёРЅРµ
T,en,Guljanka,ru,Р“СѓР»СЏРЅРєР°,ua,Р“СѓР»СЏРЅРєР°
T,en,Davidki,ru,Р”Р°РІРёРґРєРё,ua,Р”Р°РІРёРґРєРё
T,en,Dibrova,ru,Р”iР±СЂРѕРІР°,ua,Р”iР±СЂРѕРІР°
T,en,Didkovichi,ru,Р”iРґРєРѕРІРёС‡i,ua,Р”iРґРєРѕРІРёС‡i
T,en,Zlobichi,ru,Р—Р»РѕР±РёС‡i,ua,Р—Р»РѕР±РёС‡i
T,en,Kalens'ke,ru,РљР°Р»РµРЅСЃСЊРєРµ,ua,РљР°Р»РµРЅСЃСЊРєРµ
T,en,Kovali,ru,РљРѕРІР°Р»i,ua,РљРѕРІР°Р»i
T,en,Kozhuhivka,ru,РљРѕР¶СѓС…iРІРєР°,ua,РљРѕР¶СѓС…iРІРєР°
T,en,Korosten',ru,РљРѕСЂРѕСЃС‚РµРЅСЊ,ua,РљРѕСЂРѕСЃС‚РµРЅСЊ
T,en,Kupische,ru,РљСѓРїРёС‰Рµ,ua,РљСѓРїРёС‰Рµ
